# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 2, # of real_var = 5, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
8.716556e-02	3.400685e-02	1.869480e-02	5.000000e-02	2.481237e+01	8.542970e+05	2.191547e+01	1.162171e+06	6.024078e-02	0.000000e+00	1	1.000000e+14
2.304051e-01	2.959409e-02	3.402123e-02	6.278587e-04	2.551473e+01	2.000000e+06	2.926013e+01	2.000000e+06	4.537033e-02	0.000000e+00	1	1.000000e+14
2.066335e-01	2.977801e-02	3.402737e-02	1.873177e-03	2.175983e+01	1.999991e+06	2.903011e+01	1.966265e+06	2.663330e-02	0.000000e+00	1	2.376257e-02
2.296190e-01	2.960602e-02	3.400137e-02	8.427200e-04	2.622132e+01	1.997354e+06	2.882760e+01	1.996212e+06	2.325125e-02	0.000000e+00	1	2.055577e-02
2.113163e-01	2.970443e-02	3.412865e-02	2.230881e-04	2.168774e+01	2.000000e+06	2.927065e+01	2.000000e+06	4.983989e-03	0.000000e+00	1	1.858371e-02
2.201711e-01	2.968168e-02	3.392638e-02	1.806843e-03	2.414599e+01	1.981558e+06	2.863706e+01	1.977716e+06	2.049802e-02	0.000000e+00	1	1.814572e-02
2.249418e-01	2.960720e-02	3.405320e-02	5.068126e-04	2.431894e+01	2.000000e+06	2.915481e+01	2.000000e+06	3.768701e-02	0.000000e+00	1	1.660069e-02
1.534604e-01	3.070212e-02	3.313849e-02	2.350355e-02	2.477919e+01	1.682254e+06	1.997450e+01	1.970048e+06	-3.553703e-02	0.000000e+00	1	1.658063e-02
2.157480e-01	2.968173e-02	3.410255e-02	5.462950e-03	2.408903e+01	1.999999e+06	2.730528e+01	1.999995e+06	-2.759795e-03	0.000000e+00	1	1.589407e-02
2.021392e-01	2.977956e-02	3.417793e-02	5.178240e-03	2.189046e+01	2.000000e+06	2.674211e+01	2.000000e+06	-3.490881e-04	0.000000e+00	1	1.586356e-02
