# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 2, # of real_var = 7, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
2.982876e-01	2.821666e-02	3.985959e-02	1.771342e-04	2.466414e+01	1.659760e+06	1.583760e+01	1.999999e+06	2.557725e+01	1.993403e+06	-8.594324e-02	0.000000e+00	1	1.000000e+14
7.279453e-02	3.376714e-02	1.824949e-02	5.000000e-02	8.981502e+00	1.089221e+06	2.238351e+01	1.037013e+06	2.454900e+01	8.094356e+05	-9.883671e-02	0.000000e+00	1	1.000000e+14
1.261225e-01	3.077348e-02	4.432382e-02	2.790518e-02	2.463642e+01	1.583096e+06	2.223075e+01	1.550182e+06	9.015694e+00	1.499103e+06	-8.046458e-02	0.000000e+00	1	1.769556e-02
7.371747e-02	3.335419e-02	2.266764e-02	5.000000e-02	8.659961e+00	1.175459e+06	2.196915e+01	1.148189e+06	2.657593e+01	8.501502e+05	-9.938747e-02	0.000000e+00	1	1.738419e-02
7.417333e-02	3.327042e-02	2.235070e-02	5.000000e-02	8.670729e+00	1.102820e+06	2.189545e+01	1.106719e+06	2.509977e+01	9.437508e+05	-9.490349e-02	0.000000e+00	1	1.735808e-02
2.403663e-01	2.870212e-02	3.884229e-02	1.056953e-03	2.541060e+01	1.741473e+06	1.370461e+01	1.978615e+06	2.404092e+01	1.581526e+06	9.503046e-02	0.000000e+00	1	1.728549e-02
7.473547e-02	3.318656e-02	2.384008e-02	5.000000e-02	2.667453e+01	8.877882e+05	2.217463e+01	1.158901e+06	8.927422e+00	1.262916e+06	-3.678384e-02	0.000000e+00	1	1.699692e-02
2.059909e-01	2.914943e-02	3.774656e-02	2.254292e-03	2.662320e+01	1.727167e+06	1.108601e+01	1.949806e+06	2.390493e+01	1.285871e+06	8.297276e-02	0.000000e+00	1	1.697482e-02
2.029507e-01	2.920525e-02	3.779549e-02	4.327769e-03	2.452459e+01	1.755468e+06	1.083658e+01	1.951153e+06	2.414347e+01	1.263746e+06	8.330521e-02	0.000000e+00	1	1.652203e-02
2.435476e-01	2.866540e-02	3.895998e-02	1.045779e-03	2.541060e+01	1.729246e+06	1.379717e+01	1.991226e+06	2.367946e+01	1.617051e+06	9.459200e-02	0.000000e+00	1	1.595237e-02
1.712954e-01	2.976911e-02	4.460953e-02	1.330209e-02	2.486852e+01	1.811639e+06	2.182565e+01	1.898244e+06	9.023388e+00	1.477499e+06	-7.440968e-02	0.000000e+00	1	1.553776e-02
1.110694e-01	3.120830e-02	4.163028e-02	3.468631e-02	8.885180e+00	1.388992e+06	2.232529e+01	1.477247e+06	2.546073e+01	1.465834e+06	4.899057e-04	0.000000e+00	1	1.547552e-02
2.919746e-01	2.824198e-02	3.984845e-02	5.043464e-05	2.470013e+01	1.664494e+06	1.558675e+01	1.993591e+06	2.425614e+01	1.982436e+06	9.999852e-02	0.000000e+00	1	1.529876e-02
2.748243e-01	2.838110e-02	3.967084e-02	5.079082e-04	2.543712e+01	1.669742e+06	1.426209e+01	1.995803e+06	2.602760e+01	1.906428e+06	9.988153e-02	0.000000e+00	1	1.493547e-02
2.711972e-01	2.838452e-02	3.968331e-02	9.773562e-05	2.537939e+01	1.680431e+06	1.398131e+01	1.973327e+06	2.372979e+01	1.915684e+06	8.448987e-02	0.000000e+00	1	1.452750e-02
1.130231e-01	3.114189e-02	4.386321e-02	3.517000e-02	8.799282e+00	1.449431e+06	2.186226e+01	1.558124e+06	2.515364e+01	1.429467e+06	1.931271e-02	0.000000e+00	1	1.451589e-02
2.319359e-01	2.881563e-02	3.843029e-02	3.643338e-04	2.426073e+01	1.548700e+06	1.288806e+01	1.895199e+06	2.517450e+01	1.745050e+06	7.805509e-02	0.000000e+00	1	1.426103e-02
1.949736e-01	2.935569e-02	4.470122e-02	5.768948e-03	2.496236e+01	1.962475e+06	2.233237e+01	1.977702e+06	9.057709e+00	1.437854e+06	-8.445921e-02	0.000000e+00	1	1.416900e-02
1.013109e-01	3.153863e-02	3.959431e-02	4.081979e-02	8.697521e+00	1.356375e+06	2.202489e+01	1.464420e+06	2.514441e+01	1.342382e+06	8.342878e-05	0.000000e+00	1	1.389686e-02
2.660352e-01	2.844142e-02	3.958517e-02	8.380580e-04	2.535246e+01	1.668863e+06	1.376868e+01	1.990928e+06	2.435204e+01	1.876248e+06	8.335148e-02	0.000000e+00	1	1.370533e-02
1.207364e-01	3.093316e-02	4.282829e-02	2.922836e-02	9.213384e+00	1.437391e+06	2.248860e+01	1.464318e+06	2.547273e+01	1.582354e+06	-6.473434e-03	0.000000e+00	1	1.369002e-02
2.626732e-01	2.845839e-02	3.949919e-02	1.101429e-04	2.489859e+01	1.699632e+06	1.401107e+01	1.997161e+06	2.381114e+01	1.811532e+06	-8.434708e-02	0.000000e+00	1	1.366989e-02
7.335013e-02	3.344314e-02	2.190816e-02	5.000000e-02	8.598177e+00	1.125081e+06	2.220817e+01	1.136760e+06	2.657593e+01	8.347592e+05	-9.867948e-02	0.000000e+00	1	1.361052e-02
1.776525e-01	2.965221e-02	4.463421e-02	1.050215e-02	2.513398e+01	1.879577e+06	2.249382e+01	1.875957e+06	9.250929e+00	1.483171e+06	-8.319134e-02	0.000000e+00	1	1.359003e-02
1.726496e-01	2.973120e-02	3.681963e-02	1.243867e-02	2.661889e+01	1.539461e+06	1.147736e+01	1.999986e+06	2.387428e+01	1.128656e+06	9.378116e-02	0.000000e+00	1	1.351765e-02
1.287049e-01	3.072868e-02	4.444172e-02	2.823944e-02	8.687953e+00	1.735262e+06	2.171618e+01	1.544726e+06	2.540281e+01	1.559504e+06	2.729439e-02	0.000000e+00	1	1.346046e-02
2.276445e-01	2.882186e-02	3.868829e-02	3.227458e-04	2.542262e+01	1.779640e+06	1.104947e+01	1.999885e+06	2.386227e+01	1.464178e+06	9.570838e-02	0.000000e+00	1	1.341391e-02
7.525483e-02	3.310836e-02	2.537944e-02	5.000000e-02	2.663619e+01	8.871184e+05	2.208216e+01	1.209504e+06	9.358955e+00	1.249624e+06	-5.766358e-02	0.000000e+00	1	1.332710e-02
8.003484e-02	3.262871e-02	3.015874e-02	5.000000e-02	2.677884e+01	1.009666e+06	2.177962e+01	1.318229e+06	9.307863e+00	1.182632e+06	-6.545982e-02	0.000000e+00	1	1.317819e-02
1.502128e-01	3.019324e-02	4.448578e-02	2.060152e-02	2.479304e+01	1.673236e+06	2.249411e+01	1.821097e+06	9.438464e+00	1.450605e+06	-9.811011e-02	0.000000e+00	1	1.311977e-02
2.111279e-01	2.906072e-02	3.801845e-02	1.634630e-03	2.739295e+01	1.717418e+06	1.089252e+01	1.999991e+06	2.351862e+01	1.325381e+06	8.998075e-02	0.000000e+00	1	1.306628e-02
2.373333e-01	2.870432e-02	3.937861e-02	9.450881e-04	2.491455e+01	1.687126e+06	1.138053e+01	1.999512e+06	2.186652e+01	1.754641e+06	9.966510e-02	0.000000e+00	1	1.277819e-02
2.136721e-01	2.903437e-02	3.830480e-02	3.926014e-03	2.505206e+01	1.713184e+06	1.103944e+01	1.993296e+06	2.392134e+01	1.415278e+06	9.892107e-02	0.000000e+00	1	1.274614e-02
9.002570e-02	3.202486e-02	3.670371e-02	4.977487e-02	8.649873e+00	1.300289e+06	2.209499e+01	1.449873e+06	2.457767e+01	1.165021e+06	9.126149e-02	0.000000e+00	1	1.267405e-02
1.029124e-01	3.147951e-02	4.030222e-02	3.986528e-02	9.385793e+00	1.333136e+06	2.173991e+01	1.483567e+06	2.458853e+01	1.359035e+06	1.430151e-02	0.000000e+00	1	1.261175e-02
8.645480e-02	3.220285e-02	3.350722e-02	5.000000e-02	9.203103e+00	1.264612e+06	2.214786e+01	1.350551e+06	2.458190e+01	1.165021e+06	9.766529e-02	0.000000e+00	1	1.258938e-02
2.962965e-01	2.823735e-02	3.980165e-02	3.689198e-04	2.547740e+01	1.660246e+06	1.579366e+01	1.988890e+06	2.571502e+01	1.985801e+06	9.998185e-02	0.000000e+00	1	1.257051e-02
1.433347e-01	3.034361e-02	4.445982e-02	2.267376e-02	2.497494e+01	1.643739e+06	2.156156e+01	1.747794e+06	8.840969e+00	1.499190e+06	-8.480629e-02	0.000000e+00	1	1.256949e-02
8.874083e-02	3.209301e-02	3.488603e-02	4.911671e-02	8.621162e+00	1.140941e+06	2.152819e+01	1.393171e+06	2.491846e+01	1.205342e+06	3.766466e-02	0.000000e+00	1	1.232213e-02
1.444416e-01	3.032060e-02	4.445342e-02	2.115609e-02	2.458052e+01	1.692623e+06	2.245138e+01	1.688280e+06	8.760758e+00	1.500299e+06	-9.637473e-02	0.000000e+00	1	1.231917e-02
2.252149e-01	2.886470e-02	3.852574e-02	8.641407e-04	2.515548e+01	1.780897e+06	1.136774e+01	1.937045e+06	2.364976e+01	1.478896e+06	9.974075e-02	0.000000e+00	1	1.213918e-02
1.618384e-01	2.995504e-02	4.451681e-02	1.507877e-02	2.470543e+01	1.803592e+06	2.172587e+01	1.799489e+06	9.057175e+00	1.411345e+06	-8.507144e-02	0.000000e+00	1	1.202416e-02
2.149914e-01	2.901433e-02	3.836053e-02	3.782627e-03	2.476644e+01	1.711509e+06	1.140570e+01	1.999997e+06	2.382360e+01	1.427010e+06	9.256749e-02	0.000000e+00	1	1.195633e-02
2.452800e-01	2.864598e-02	3.891831e-02	4.781320e-04	2.499278e+01	1.750679e+06	1.366876e+01	1.934409e+06	2.402982e+01	1.643707e+06	9.521666e-02	0.000000e+00	1	1.193001e-02
2.694082e-01	2.840905e-02	3.966910e-02	7.015072e-04	2.535246e+01	1.663988e+06	1.365296e+01	1.990928e+06	2.428667e+01	1.908255e+06	8.273780e-02	0.000000e+00	1	1.184960e-02
1.521166e-01	3.015797e-02	4.445029e-02	1.768601e-02	2.538792e+01	1.770033e+06	2.241048e+01	1.711189e+06	9.120546e+00	1.405081e+06	-8.456860e-02	0.000000e+00	1	1.176253e-02
8.753661e-02	3.214514e-02	3.400658e-02	5.000000e-02	9.203103e+00	1.234686e+06	2.206828e+01	1.361165e+06	2.456448e+01	1.186914e+06	9.826248e-02	0.000000e+00	1	1.162934e-02
