# This file contains the data of initial population
# of objectives = 2, # of constraints = 2, # of real_var = 5, # of bits of bin_var = 48, constr_violation, rank, crowding_distance
# of objectives = 2, # of constraints = 2, # of real_var = 5, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.251468e-01	3.641999e-02	-2.676978e-02	5.000000e-02	2.385436e+01	4.817244e+05	2.006668e+01	7.768768e+05	-8.625211e-02	-2.676978e-02	114	1.000000e+14
1.706314e-01	3.811715e-02	-3.783366e-02	5.000000e-02	5.123345e+00	1.128225e+06	4.508022e+00	1.264920e+05	-9.468980e-02	-3.783366e-02	152	1.000000e+14
1.248863e-01	3.605656e-02	-1.945126e-02	4.386176e-02	1.071917e+01	1.730023e+06	7.009054e+00	9.548787e+05	-6.726239e-02	-1.945126e-02	85	1.000000e+14
1.323352e-01	3.670048e-02	-2.967613e-02	4.936832e-02	4.071312e+00	6.408363e+05	2.163298e+01	1.036427e+06	5.860010e-02	-2.967613e-02	126	1.000000e+14
1.343475e-01	3.703552e-02	-1.970897e-02	5.000000e-02	1.603716e+01	8.272907e+05	3.195761e+01	1.629193e+05	3.925142e-02	-1.970897e-02	87	1.000000e+14
1.089347e-01	3.541797e-02	-1.159445e-02	5.000000e-02	2.098780e+01	9.247296e+05	3.246677e+00	1.919920e+06	-6.650556e-02	-1.159445e-02	47	1.000000e+14
2.021410e-01	3.805615e-02	-4.091690e-02	3.313044e-02	1.032787e+01	1.432212e+06	2.042317e+01	2.742741e+05	6.742564e-02	-4.091690e-02	161	1.000000e+14
1.365520e-01	3.680403e-02	-3.106402e-02	4.927318e-02	2.363070e+01	9.434794e+05	3.896544e+00	6.547523e+05	-1.981492e-02	-3.106402e-02	129	1.000000e+14
1.201784e-01	3.646086e-02	-2.527150e-02	5.000000e-02	1.616963e+01	6.623206e+05	2.163033e+01	6.951578e+05	-3.367478e-02	-2.527150e-02	112	1.000000e+14
2.740027e-01	3.145609e-02	3.656215e-04	-1.558492e-02	2.871033e+01	8.045858e+05	3.051353e+01	1.740497e+06	3.066213e-02	-1.558492e-02	62	1.000000e+14
1.033172e-01	3.557086e-02	-1.433367e-02	5.000000e-02	9.358699e+00	9.332294e+05	1.088490e+01	1.865940e+06	-9.577377e-02	-1.433367e-02	57	1.000000e+14
1.191135e-01	3.586035e-02	-2.135635e-02	5.000000e-02	2.004355e+01	9.558340e+05	1.809062e+01	6.774334e+05	3.225428e-02	-2.135635e-02	97	1.000000e+14
1.098436e-01	3.432290e-02	-6.795584e-03	5.000000e-02	1.559094e+01	1.571572e+06	2.153194e+01	1.074416e+06	9.647226e-02	-6.795584e-03	27	1.000000e+14
2.145319e-01	3.829203e-02	-4.293131e-02	3.497348e-02	7.185025e+00	1.692523e+06	5.520212e+00	5.396127e+05	3.935634e-02	-4.293131e-02	166	1.000000e+14
1.227753e-01	3.575440e-02	-2.371642e-02	4.810120e-02	1.241943e+01	1.590663e+06	2.781199e+01	1.046730e+06	-9.630901e-02	-2.371642e-02	108	1.000000e+14
2.045480e-01	3.897867e-02	-4.527635e-02	5.000000e-02	3.938110e+00	1.313253e+05	1.463217e+00	1.350252e+06	-9.390812e-02	-4.527635e-02	178	1.000000e+14
1.070492e-01	3.359314e-02	1.271099e-02	4.994480e-02	3.151788e+01	1.042327e+06	2.025854e+01	1.012402e+06	6.604470e-02	0.000000e+00	2	4.429853e-01
1.914172e-01	3.029009e-02	3.288358e-02	8.217772e-04	2.983993e+01	1.928467e+06	1.959779e+01	1.709534e+06	6.101158e-03	0.000000e+00	1	1.000000e+14
